ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
3505407FC37505BB,classic_bike,2022-01-01 12:58:40,2022-01-01 13:07:35,Paulina Ave & North Ave,TA1305000037,Paulina Ave & North Ave,TA1305000037,41.90985465216731,-87.66993016004562,41.90985465216731,-87.66993016004562,member
E4C578629FD75DE6,electric_bike,2022-01-01 00:41:21,2022-01-01 00:57:30,Halsted St & Willow St,TA1307000166,Broadway & Sheridan Rd,13323,41.9138635,-87.64870133333334,41.952833,-87.649993,member
DE75C65E97762100,classic_bike,2022-01-13 16:36:55,2022-01-13 16:41:14,Clark St & Lake St,KA1503000012,Dearborn St & Adams St,TA1305000005,41.88602082773,-87.6308760584,41.8793563587,-87.6297910363,member
F26E4F5F00769CB6,electric_bike,2022-01-08 10:32:35,2022-01-08 10:43:06,Halsted St & Maxwell St,TA1309000001,Dearborn St & Adams St,TA1305000005,41.864876509,-87.647285223,41.8793563587,-87.6297910363,member
91DF55B30E0F8F30,classic_bike,2022-01-08 11:39:47,2022-01-08 11:59:58,Sheffield Ave & Waveland Ave,TA1307000126,Broadway & Sheridan Rd,13323,41.949399,-87.654529,41.952833,-87.649993,casual
3D340D186F24FFA2,classic_bike,2022-01-05 10:57:45,2022-01-05 11:03:45,Glenwood Ave & Touhy Ave,525,Paulina St & Howard St,515,42.012701,-87.666058,42.019159,-87.673573,member
AAD4F48B225F73CD,classic_bike,2022-01-08 12:02:46,2022-01-08 12:07:00,Clark St & Bryn Mawr Ave,KA1504000151,Broadway & Ridge Ave,15578,41.983593,-87.669154,41.9840446107,-87.6602738295,casual
1D42868A4784FC60,electric_bike,2022-01-04 14:08:00,2022-01-04 14:19:13,LaSalle St & Jackson Blvd,TA1309000004,Clark St & Elm St,TA1307000039,41.877831,-87.63191116666667,41.902973,-87.63128,casual
38A42898ED51CB39,classic_bike,2022-01-12 23:17:24,2022-01-12 23:30:55,Clark St & Bryn Mawr Ave,KA1504000151,Glenwood Ave & Touhy Ave,525,41.983593,-87.669154,42.012701,-87.666058,casual
15D6F84CCB902A27,electric_bike,2022-01-05 10:00:38,2022-01-05 10:02:17,LaSalle St & Jackson Blvd,TA1309000004,Franklin St & Monroe St,TA1309000007,41.8781185,-87.63220866666667,41.880317,-87.635185,member
51D909152FE641C7,classic_bike,2022-01-14 16:53:56,2022-01-14 17:02:13,LaSalle St & Jackson Blvd,TA1309000004,Orleans St & Hubbard St,636,41.878166,-87.631929,41.890028,-87.636618,member
9E0FD18BC5320981,electric_bike,2022-01-30 11:14:43,2022-01-30 11:18:21,St. Clair St & Erie St,13016,State St & Pearson St,TA1307000061,41.8943455,-87.62286166666667,41.897448,-87.628722,member
DE3E10EB8FFEC71C,classic_bike,2022-01-04 23:33:21,2022-01-04 23:59:45,May St & Cullerton St,13331,State St & Pearson St,TA1307000061,41.855136,-87.654127,41.897448,-87.628722,casual
64CA42FCA02E5148,classic_bike,2022-01-12 14:37:54,2022-01-12 14:38:07,State St & Pearson St,TA1307000061,State St & Pearson St,TA1307000061,41.897448,-87.628722,41.897448,-87.628722,member
68B9FA51B73800B0,classic_bike,2022-01-18 07:20:45,2022-01-18 07:32:28,Ogden Ave & Chicago Ave,TA1305000020,State St & Pearson St,TA1307000061,41.896362458,-87.6540612729,41.897448,-87.628722,member
04A23CEE63BBB505,electric_bike,2022-01-03 15:57:35,2022-01-03 16:05:50,DuSable Lake Shore Dr & North Blvd,LF-005,State St & Pearson St,TA1307000061,41.9117565,-87.62676316666666,41.897448,-87.628722,casual
28342C269AE27FDE,classic_bike,2022-01-12 22:27:46,2022-01-12 22:43:14,Wood St & Milwaukee Ave,13221,State St & Pearson St,TA1307000061,41.907655,-87.672552,41.897448,-87.628722,member
116C52453384597E,electric_bike,2022-01-11 12:02:26,2022-01-11 12:10:53,Ashland Ave & Division St,13061,Honore St & Division St,TA1305000034,41.903337,-87.66805383333333,41.903119,-87.673935,casual
B7455AE74B592BB8,classic_bike,2022-01-18 10:52:04,2022-01-18 11:02:55,Ashland Ave & Division St,13061,Honore St & Division St,TA1305000034,41.90345,-87.667747,41.903119,-87.673935,casual
1362436C439F7D0C,electric_bike,2022-01-17 19:05:06,2022-01-17 19:43:06,Ashland Ave & Division St,13061,Honore St & Division St,TA1305000034,41.90302074,-87.667936802,41.903119,-87.673935,casual
9EDDEB7860F4D51B,electric_bike,2022-01-19 13:18:33,2022-01-19 13:21:32,St. Clair St & Erie St,13016,State St & Pearson St,TA1307000061,41.894183,-87.62237183333333,41.897448,-87.628722,casual
1B768C121054E41E,electric_bike,2022-01-08 12:36:01,2022-01-08 12:38:33,Wells St & Huron St,TA1306000012,State St & Pearson St,TA1307000061,41.894771,-87.63438733333334,41.897448,-87.628722,member
006A7326570740AE,classic_bike,2022-01-15 17:46:11,2022-01-15 20:14:59,Clark St & Lake St,KA1503000012,State St & Pearson St,TA1307000061,41.88602082773,-87.6308760584,41.897448,-87.628722,casual
989A5A72BE871865,electric_bike,2022-01-23 16:21:45,2022-01-23 16:28:42,Damen Ave & Charleston St,13288,Honore St & Division St,TA1305000034,41.920078833333335,-87.67793133333333,41.903119,-87.673935,member
36EE576E7B20FF47,classic_bike,2022-01-13 12:10:56,2022-01-13 12:26:51,Michigan Ave & 14th St,TA1307000124,Clinton St & Washington Blvd,WL-012,41.864059,-87.623727,41.88338,-87.64117,member
3C82F73FD7B05DD2,electric_bike,2022-01-20 19:37:40,2022-01-20 19:40:07,Rockwell St & Cermak Rd,425,Western Ave & 21st St,13091,41.85,-87.69,41.854109,-87.685838,member
8B7DF6B492E3003A,electric_bike,2022-01-15 19:59:16,2022-01-15 20:23:46,Wood St & Milwaukee Ave,13221,Broadway & Waveland Ave,13325,41.907564044,-87.672283292,41.949074,-87.648636,member
4B283354AB04188A,classic_bike,2022-01-12 12:11:28,2022-01-12 12:14:22,Clinton St & Jackson Blvd,638,Clinton St & Washington Blvd,WL-012,41.878316611830684,-87.64098107814789,41.88338,-87.64117,member
8E734EBE772F219B,classic_bike,2022-01-19 23:48:35,2022-01-19 23:53:36,Blackstone Ave & Hyde Park Blvd,13398,Dorchester Ave & 49th St,KA1503000069,41.802562,-87.590368,41.805772,-87.592464,casual
FADED165C145B40C,electric_bike,2022-01-31 17:28:30,2022-01-31 17:33:42,Ashland Ave & Grace St,13319,Broadway & Waveland Ave,13325,41.9506475,-87.66867166666667,41.949074,-87.648636,member
147C642F4CAF886B,electric_bike,2022-01-11 17:41:17,2022-01-11 17:46:24,Ashland Ave & Grace St,13319,Broadway & Waveland Ave,13325,41.9506475,-87.66869366666667,41.949074,-87.648636,member
15A947370F15D48A,classic_bike,2022-01-18 20:32:08,2022-01-18 21:09:04,State St & Harrison St,SL-007,Halsted St & Roscoe St,TA1309000025,41.874053,-87.627716,41.94367,-87.64895,member
346340C11E25EAF2,classic_bike,2022-01-20 18:27:03,2022-01-20 18:35:38,Clinton St & Polk St,15542,Clinton St & Washington Blvd,WL-012,41.87146651779,-87.6409491327,41.88338,-87.64117,casual
D10AF7011D9CE41B,classic_bike,2022-01-25 10:55:45,2022-01-25 11:06:01,Chicago Ave & Washington St,E002,Dodge Ave & Main St,E011,42.032562,-87.679101,42.03463185161588,-87.69918769598006,member
EBF0BB218F04E133,classic_bike,2022-01-24 19:07:37,2022-01-24 19:18:20,Michigan Ave & Jackson Blvd,TA1309000002,Wabash Ave & Grand Ave,TA1307000117,41.87785,-87.62408,41.891466,-87.626761,member
82A6663F509903F5,classic_bike,2022-01-31 18:54:34,2022-01-31 19:05:01,Michigan Ave & Jackson Blvd,TA1309000002,Wabash Ave & Grand Ave,TA1307000117,41.87785,-87.62408,41.891466,-87.626761,casual
CE0530F063606F7F,electric_bike,2022-01-31 20:32:45,2022-01-31 20:41:07,Lincoln Ave & Belmont Ave,TA1309000042,Halsted St & Roscoe St,TA1309000025,41.939536833333335,-87.66830766666666,41.94367,-87.64895,member
1965757F99F03F3C,electric_bike,2022-01-06 12:55:16,2022-01-06 13:23:35,LaSalle St & Jackson Blvd,TA1309000004,Southport Ave & Wellington Ave,TA1307000006,41.87800933333333,-87.63079716666667,41.935733,-87.663576,member
569C4D7E654C5487,classic_bike,2022-01-17 11:13:14,2022-01-17 11:33:24,Sheffield Ave & Wellington Ave,TA1307000052,Kimball Ave & Belmont Ave,KA150400009X,41.9362534831413,-87.65266209840775,41.939398,-87.711561,member
00597F0DED9117DA,electric_bike,2022-01-13 07:31:40,2022-01-13 07:36:25,Sedgwick St & North Ave,TA1307000038,Larrabee St & Division St,KA1504000079,41.911377788,-87.638656139,41.90348607004,-87.6433534936,member
